date,Baseline_V47+I3,Idea_A_VIX_calls,Idea_B_CDaR,Idea_B2_CDaR_comb,Idea_C_VVIX,Idea_D_Dyn_strike,Idea_E_Gap_regime,Idea_G_D+A_combo
2019-09-30,7293252.045651929,9091963.92301554,6384770.883272718,6541286.938073945,7129992.19994583,7996017.218436099,7090448.278610173,9993726.525337914
2019-10-31,6631112.424944702,8246408.596907552,5805110.433781884,5947416.7103265105,6482674.612604342,7367914.710691648,6446720.801415172,9186633.506345779
2019-11-30,7061729.4500020025,8755633.45319368,6182087.721171855,6333635.225128854,6903652.234528586,7846378.932130816,6865363.620944898,9753918.272803897
2019-12-31,7216085.156954927,8919325.10210717,6317216.165928031,6472076.204774358,7054552.679775928,8017885.554248916,7015427.151998225,9936273.434924178
2020-01-31,7108025.655532983,8785495.94345412,6222617.056788976,6375158.095737919,6948912.096737745,7897819.244797225,6876913.529189648,9787185.57317566
2020-02-29,5458327.785024454,6725172.951120789,4778413.1983117275,4895551.064544958,5336142.811444963,6064818.607038934,5280849.694772125,7491952.21349658
2020-03-31,4800494.570639154,6107135.952563379,4202522.737740979,4305543.241441736,4693035.232795427,5333891.6154588675,4644405.99401819,6803448.934518164
2020-04-30,5474846.633538682,7066618.249728674,4792874.3834884735,4910366.755395285,5352291.892258763,6083172.914459942,5300175.8273777,7872327.8322877
2020-05-31,5492263.903676827,7217957.509699405,4805066.919520561,4923110.38287162,5369319.275766138,6102525.468549975,5317037.412824683,8040922.228239914
2020-06-30,5763990.2881554,7687405.9535525,4994548.172994183,5121218.115223266,5631499.231939302,6404444.168300399,5580094.574695912,8563895.430510964
2020-07-31,5934788.287528536,8076692.231953364,5105830.230676606,5239438.332297861,5779386.574466083,6594220.034157759,5741178.053413815,8997566.676153999
2020-08-31,7152521.919335225,9833143.018223967,6013745.70770848,6188852.697448125,6965233.999069238,7947259.620147721,6919185.637493838,10954281.452149987
2020-09-30,6871676.925705932,9566138.431159258,5787889.564937271,5951775.423035611,6794691.845571274,7635209.115848385,6544949.049660862,10656833.999016037
2020-10-31,6330771.124416907,8885814.452339215,5332294.363620166,5483279.903349462,6259847.295561189,7034201.685060887,6038810.554105714,9898942.01544159
2020-11-30,7657353.951687822,10975131.615015682,6449651.15459181,6632274.995641449,7331843.338671589,8508185.019765215,7304312.72388466,12226475.352653038
2020-12-31,9744177.428065628,13995516.335621376,8207344.933642672,8439738.414846504,9118758.292972367,10826881.571098195,9294923.499627866,15591233.109364029
2021-01-31,10475102.39415746,15095998.013660876,8822989.851373957,9072815.51455041,9817393.412247457,11513012.740091817,9991982.952941308,16639869.224961484
2021-02-28,11210518.214292442,16447707.086774942,9442417.33371689,9709782.276638921,10419961.503606606,12321296.109244509,10676422.441674933,18129824.844950583
2021-03-31,12491040.546863813,18455008.964587174,10520978.200687386,10818882.926405089,11531428.760883737,13728697.132419953,11988188.371354416,20342414.82702395
2021-04-30,13098405.610221187,19322910.65223216,11032550.839945361,11344940.902342327,12092133.624861186,14396242.078624584,12393765.813825652,21299077.391453084
2021-05-31,13473573.916227803,20001152.140249673,11348548.338070828,11669885.966852088,12219177.714677429,14808583.389905287,12748661.36790949,22046683.086418424
2021-06-30,12628891.4714141,18704062.912768565,10637087.548344826,10938279.945965506,11483163.909911362,13880206.815088414,11949425.94537189,20616939.690398093
2021-07-31,11735292.95714428,17384168.032921154,9883658.739144875,10163950.909614608,10682005.545844551,12898067.393305786,11103905.236101085,19162058.29830604
2021-08-31,13878615.866159322,20532929.516242128,11651603.499447543,12000507.190021861,12337724.759667167,15253758.331616683,12759741.474117983,22632845.671857044
2021-09-30,12969620.402140995,19267816.234894402,10914362.232597578,11228690.170135552,11447998.83491629,14254696.375741018,11923890.72247171,21238348.425437316
2021-10-31,12048869.744402353,17923008.156303246,10155506.697790144,10440037.25514806,10667742.91400673,13242714.479893388,11073728.28338291,19756005.94335305
2021-11-30,10621900.643875072,15987135.317033269,8985372.993612956,9220938.35950972,9404343.128579736,11674356.22401745,9762246.921978585,17622150.122486606
2021-12-31,10889654.372433579,16561853.978746468,9196422.599941513,9438006.032978887,9385710.357356945,11968639.940862564,10008330.753969723,18255645.638341215
2022-01-31,8823574.162679182,13378951.900332868,7589733.91865741,7775741.577792588,7835985.265119072,9697845.18218639,8119222.1322785085,14747226.085429221
2022-02-28,8932459.454727028,13742169.175742187,7674077.748078574,7863175.739778521,7926140.969437605,9817519.214836149,8219415.529781879,15147589.83331841
2022-03-31,9111476.85748491,14197330.153464576,7804788.440877872,7998955.805941297,8084990.519417036,10014274.296258057,8384142.6610335475,15649300.424457744
2022-04-30,8539534.320436038,13512923.934294848,7401215.592881573,7578441.749405048,7572876.3324864665,9186743.315922992,7857827.230914276,14592410.264563948
2022-05-31,8539534.320436038,13692954.373737095,7401215.592881573,7578441.749405048,7572876.3324864665,9186743.315922992,7857827.230914276,14791760.008219244
2022-06-30,8539534.320436038,13865321.306396972,7401215.592881573,7578441.749405048,7572876.3324864665,9186743.315922992,7857827.230914276,14977958.714930624
2022-07-31,9233198.489574656,15150566.309485393,8002414.427401512,8194036.617215566,8188019.122724104,9659444.820174692,8496116.509040521,15931418.206245966
2022-08-31,9233198.489574656,15213072.332830986,8002414.427401512,8194036.617215566,8188019.122724104,9659444.820174692,8496116.509040521,16000244.856303712
2022-09-30,9233198.489574656,15300151.971198386,8002414.427401512,8194036.617215566,8188019.122724104,9659444.820174692,8496116.509040521,16091830.263382262
2022-10-31,9476242.851471797,15900652.821671844,8213061.004171049,8409727.241045175,8403551.355945986,9913709.211066026,8719758.74543395,16723298.540118637
2022-11-30,9476242.851471797,16064494.283308811,8213061.004171049,8409727.241045175,8403551.355945986,9913709.211066026,8719758.74543395,16895617.99815382
2022-12-31,8911139.750078257,15156403.413978599,7723286.06797475,7908224.375443507,7902416.782870733,9322518.387890557,8199767.563881175,15940545.511346225
2023-01-31,8962097.173111266,15252010.034870243,7767450.8735707095,7953446.731526336,7947605.928663221,9375828.236651773,8246657.079345654,16041098.510559155
2023-02-28,10225920.545028314,17408277.384109195,8862806.764942816,9075031.520333523,9068367.050600706,10697995.42658499,9287803.580865232,18308923.984827433
2023-03-31,7466189.08367713,12804148.100158488,6440083.067330315,6604403.767903673,6627811.251474738,7810862.246186386,6788998.220760731,13466592.319403827
2023-04-30,7683776.841122509,13147343.003669508,6584175.373910875,6766059.789658088,6820952.1391531825,8038494.845196849,6991194.268601127,13827542.98721359
2023-05-31,7389490.66248626,12605532.22531937,6387552.896907041,6547350.47575879,6559711.86268695,7730623.08202992,6583670.049211828,13257700.715395443
2023-06-30,8936657.98000831,15202464.764609007,7401774.485738288,7688759.915435941,7933145.054551062,9349214.659001399,7825151.249392783,15988989.932137914
2023-07-31,9628015.339985583,16378386.294506775,7839238.806639784,8186686.165604301,8546868.686687445,10072488.209872862,8430520.27324265,17225749.742319044
2023-08-31,8493466.243325278,14402035.360157024,7122277.8090920765,7372014.419219873,7539720.093574476,8885563.181973418,7417493.19866494,15147148.96473976
2023-09-30,7272106.212959332,12294716.694962401,6204640.03732748,6372022.795488971,6455508.718422515,7607819.633999477,6350862.445238672,12930804.62024608
2023-10-31,7842973.929181763,13225585.228921639,6657627.879852815,6852167.252407597,6962272.6957857115,8205041.184659459,6853489.615942654,13909833.203049432
2023-11-30,8350660.212452816,14066163.96953603,7045916.727504987,7268465.429967912,7412949.997847231,8736164.569014927,7297161.854837537,14793900.703134304
2023-12-31,9031386.6205954,15167104.371509278,7570347.182583955,7828993.950342767,8017236.446334828,9448316.395105936,7892009.527524199,15951800.110489788
2024-01-31,9417691.39101635,15766413.646942085,7865532.645238781,8145502.788672025,8360162.378044224,9852454.74553895,8134428.225531296,16582115.660361987
2024-02-29,10926034.469685448,18240458.28164299,9042164.160670586,9421059.140150165,9699130.97277939,11430429.78073242,9204884.74526993,19184159.15986181
2024-03-31,12736903.105212403,21197724.845423635,10507033.295192987,10981957.445465099,11306654.000167135,13324896.324376943,10730491.913432673,22294424.888557445
2024-04-30,12641512.088647628,20972862.802521043,10428340.32144144,10899709.736179356,11221974.607788602,13225101.625909705,10708996.3037665,22057929.229258362
2024-05-31,13132656.543788124,21721372.226016726,10833499.131081305,11323182.083360167,11657967.514787346,13738919.568303203,11125059.1210307,22845164.048066188
2024-06-30,12831587.959994951,21156252.80633901,10585139.156967157,11063596.036609497,11390706.450926978,13423952.292667668,11056038.997123076,22250807.22370305
2024-07-31,12325942.931809654,20260086.3517495,10168018.29856058,10627620.976468636,10941841.19083943,12894964.395758467,10615113.179401254,21308276.08868317
2024-08-31,12284600.37951582,20590270.262793433,10133913.660048835,10591974.780584212,10884002.127283158,12851713.283670485,10579595.238270095,21655542.62760736
2024-09-30,14062728.3581907,23562968.97609544,11600741.627256243,12125104.563790219,12487280.384496598,14711927.717599265,12110933.153295508,24782038.917027846
2024-10-31,13788845.69058771,23106142.583185818,11374808.082881771,11888958.639626201,12244080.762684176,14425401.38339372,11853650.294017399,24301577.84483923
2024-11-30,19152110.43683469,32100117.558387894,15799116.58017864,16513249.476002218,16643498.388357077,20036258.76464087,16513410.48520361,33760871.25647256
2024-12-31,11611494.713096997,19659967.557174347,9575129.373778349,10010961.609789774,10090579.552244894,12147534.005661128,10015746.60641462,20677109.146386743
2025-01-31,12401646.039642481,20936132.023577057,10052553.30905428,10508362.693799224,10777234.025992109,12974162.302530542,10504480.318894453,22019298.13017491
2025-02-28,12830347.45321892,21687050.06980123,10298008.092937307,10764947.04778751,11149782.591873782,13422654.518470395,10972301.116326114,22809066.182563353
2025-03-31,8396219.781874029,14343280.772797316,7538261.939133616,7880066.692864136,7319945.052444161,8783827.39520239,7340617.193242109,15085354.619956626
2025-04-30,8381626.618355493,14275676.92190201,7528435.455439451,7869794.65036914,7307222.5228570355,8768560.545043442,7327858.734065897,15014253.170008633
2025-05-31,10282883.397237813,17812740.64738796,8953164.840957692,9359125.03271635,8960936.174575817,10757587.966655323,8913537.223674243,18734312.83258222
2025-06-30,10789979.61566149,18723128.853381056,9282815.465035636,9704447.087505534,9402841.10014677,11288094.04732866,9338581.03674752,19691801.508607995
2025-07-31,10797622.794599285,18715251.310684238,9305199.077560468,9726870.746624254,9409501.687033769,11296090.070085002,9345139.516017774,19683516.405210506
2025-08-31,11339614.777169144,19605173.517853037,9699970.658923328,10162987.144183563,9881816.24637451,11863102.861707278,9814223.387474718,20619480.241969403
2025-09-30,11648240.949512156,20076655.093560323,9980868.787703328,10453745.115902804,10150766.045041358,12185976.618470557,10064667.077646464,21115354.71084347
2025-10-31,11245106.492392808,19322920.487010896,9635440.70896078,10091951.0901219,9799457.760799626,11764231.645700766,9722605.210454667,20322624.375338774
2025-11-30,10683597.51128843,18418372.292086184,9154308.183201335,9588023.34321595,9310135.269867752,11176800.862338677,9294743.918361213,19371277.853209183
2025-12-31,11306380.1017242,19590206.38883857,9687943.389081815,10146941.255790185,9852854.15543511,11828333.922850734,9836505.64271928,20603738.762780037
2026-01-31,12859250.714566879,22213958.345044862,11018530.4059896,11540569.168254169,11206090.776649227,13452892.088898214,11187496.891460296,23363234.944129966
2026-02-28,13522402.275587454,23336318.001715787,11586756.01991943,12135716.322169669,11783988.8773452,14146657.734840201,11602614.576035267,24543661.760722335
2026-03-31,9924746.299480904,17339186.543677583,8511325.461280532,8909271.84053388,8850910.370084707,10382917.635519035,9511975.418684067,18236258.606294602
2026-04-30,9972142.243282784,17421990.384231895,8544454.63171056,8946540.21406667,8893178.17581906,10432501.591132645,9557400.162004804,18323346.44295928
