date,Baseline_V47+I3,Idea_A_VIX_calls,Idea_B_CDaR,Idea_B2_CDaR_comb,Idea_C_VVIX,Idea_D_Dyn_strike,Idea_E_Gap_regime,Idea_G_D+A_combo
2018-05-31,4559841.89081259,5759582.259954277,4059243.136107665,4159626.610060978,4457769.588762762,4929604.083454785,4395656.436768225,6241938.913548968
2018-06-30,4509973.188046963,5679792.594310394,4013828.2381702946,4113156.778464549,4409017.1997671975,4875691.4773323275,4362577.694452618,6155466.979684127
2018-07-31,4654937.925579882,5845190.846972307,4140874.0381548298,4243503.836974664,4550736.893340546,5032411.55150368,4505217.849640866,6334717.09497317
2018-08-31,5006635.961631878,6267922.670684448,4454756.823757794,4565103.23891042,4894562.1486949315,5412629.135683225,4838600.350519342,6792852.092878103
2018-09-30,5090324.120972822,6353451.320992324,4529220.076150939,4641410.981328518,4976376.943791725,5503103.652192445,4919479.719203123,6885543.6430091625
2018-10-31,3561659.2204913725,4429430.64895319,3170887.979248443,3249458.5888852505,3481931.2947360924,3850477.774591049,3442120.752441982,4800389.043543938
2018-11-30,3580341.6203087205,4473123.549092374,3185279.7521024523,3264173.3027333627,3500195.4879625873,3870675.1490346706,3460176.1227733623,4847741.163065482
2018-12-31,4089905.9680469725,5112991.570799695,3638150.223514858,3728253.7120256065,3998353.207915329,4421560.586523615,3952638.174116771,5541197.194502658
2019-01-31,4059231.6732376534,5145587.352217006,3610864.096930649,3700291.8091272553,3968365.558953677,4388398.882239642,3922993.3876947444,5576522.827548064
2019-02-28,4180419.1396356937,5288632.7209380185,3704201.6041803495,3795723.476436031,4086840.2369694966,4519413.56240092,4040113.490397318,5731548.045236118
2019-03-31,4366295.948377607,5507327.473570426,3842398.347036564,3936990.2546543386,4268556.182692599,4720363.308860143,4212629.124901018,5968558.164699694
2019-04-30,4628036.00269653,5820169.164229899,4051546.466948435,4150865.9311479293,4524437.170891716,5003328.127922845,4465440.59071547,6307599.8910506535
2019-05-31,4495332.034904329,5639604.156514328,3935372.719578682,4031844.3038648292,4394703.789025608,4859863.061664895,4359502.190193732,6111912.830783611
2019-06-30,5552673.065408279,6945151.592244448,4861006.464848877,4980169.006019644,5428376.179951155,6002944.94174876,5383271.228301535,7526797.961694161
2019-07-31,6059727.318738536,7557007.093826894,5304899.697046221,5434943.823125308,5924079.994754446,6643632.182067903,5903259.373121471,8306529.032193719
2019-08-31,6123222.1224332815,7655304.022329895,5360485.294553157,5491892.044243232,5986153.463628731,6713245.235222776,5952953.426547429,8414575.27757986
