date,equity,peak,drawdown_pct
2004-01-02,99250.0,99250.0,0.0
2004-04-05,98505.625,99250.0,-0.75
2004-07-06,99083.725,99250.0,-0.16753148614608984
2004-07-08,98340.59703405523,99250.0,-0.9162750286597175
2004-10-07,97603.04252785504,99250.0,-1.6594029946044944
2004-10-25,97686.07094010171,99250.0,-1.575747163625483
2004-10-27,97730.42502360127,99250.0,-1.5310579107291948
2004-10-27,97658.05702642792,99250.0,-1.6039727693421428
2004-10-27,97782.7477792553,99250.0,-1.478339769012296
2004-11-01,97889.71715669433,99250.0,-1.3705620587462681
2004-11-03,98034.17415743807,99250.0,-1.225013443387333
2004-11-04,99202.32027467554,99250.0,-0.04804002551582726
2004-11-04,99770.60124785831,99770.60124785831,0.0
2004-11-05,99787.86349675032,99787.86349675032,0.0
2004-11-05,99989.17235188585,99989.17235188585,0.0
2004-11-05,100290.05847866657,100290.05847866657,0.0
2004-11-08,100524.82629071182,100524.82629071182,0.0
2004-11-09,100940.01046993618,100940.01046993618,0.0
2004-11-11,101144.41692518262,101144.41692518262,0.0
2004-11-15,101418.7578377268,101418.7578377268,0.0
2004-11-17,103010.41452694948,103010.41452694948,0.0
2004-11-19,102895.80774847769,103010.41452694948,-0.11125746750762326
2004-11-22,103043.1603840279,103043.1603840279,0.0
2004-11-24,103241.32383845073,103241.32383845073,0.0
2004-11-24,103458.16985458297,103458.16985458297,0.0
2004-11-24,103615.2016840575,103615.2016840575,0.0
2004-11-24,103965.32854309672,103965.32854309672,0.0
2004-11-24,104328.01378820585,104328.01378820585,0.0
2004-11-24,106062.86209404666,106062.86209404666,0.0
2004-11-24,106338.99363489413,106338.99363489413,0.0
2004-11-24,106686.90403546584,106686.90403546584,0.0
2004-11-24,106651.91896713969,106686.90403546584,-0.032792280029530635
2004-11-24,106464.31843806959,106686.90403546584,-0.20863441432535357
2004-11-24,107016.54583821516,107016.54583821516,0.0
2004-11-26,107267.91449204083,107267.91449204083,0.0
2004-11-26,107191.07732754688,107267.91449204083,-0.07163107892775178
2004-11-26,107194.6214858457,107267.91449204083,-0.06832705431275263
2004-11-26,107169.68340358547,107267.91449204083,-0.09157546216920963
2004-11-26,107342.38899365887,107342.38899365887,0.0
2004-11-26,107661.03080205311,107661.03080205311,0.0
2004-11-26,107907.67029522207,107907.67029522207,0.0
2004-11-29,107867.32153333732,107907.67029522207,-0.03739193124488163
2004-11-29,108124.85495864073,108124.85495864073,0.0
2004-11-29,107928.79508958731,108124.85495864073,-0.18132728975999088
2004-11-29,107930.24649028896,108124.85495864073,-0.17998495205030307
2004-11-29,107963.13382515773,108124.85495864073,-0.14956887900091692
2004-11-29,107680.43475715842,108124.85495864073,-0.41102501515706674
2004-11-30,107431.93682671065,108124.85495864073,-0.6408499990082162
2004-11-30,106773.04638181321,108124.85495864073,-1.2502292625914784
2004-11-30,106847.02281611894,108124.85495864073,-1.1818116593179022
2004-11-30,107511.65105777673,108124.85495864073,-0.5671257557742461
2004-12-01,107790.52898005577,108124.85495864073,-0.30920363196126394
2004-12-02,108258.99696632582,108258.99696632582,0.0
2004-12-02,108531.20051655585,108531.20051655585,0.0
2004-12-02,108838.0680634934,108838.0680634934,0.0
2004-12-02,108925.57197425429,108925.57197425429,0.0
2004-12-06,109202.49484501513,109202.49484501513,0.0
2004-12-08,109257.94384573826,109257.94384573826,0.0
2004-12-09,109493.4310432233,109493.4310432233,0.0
2004-12-09,109557.65921211612,109557.65921211612,0.0
2004-12-10,109937.05673001525,109937.05673001525,0.0
2004-12-10,110196.95139571832,110196.95139571832,0.0
2004-12-10,110639.84125086055,110639.84125086055,0.0
2004-12-10,110904.82632739999,110904.82632739999,0.0
2004-12-10,111320.06995708874,111320.06995708874,0.0
2004-12-10,110920.04771369205,111320.06995708874,-0.3593442256646836
2004-12-10,110861.37094070802,111320.06995708874,-0.4120541934240053
2004-12-10,111137.05389321336,111320.06995708874,-0.1644052720645267
2004-12-13,111393.98033510211,111393.98033510211,0.0
2004-12-13,111371.89616517066,111393.98033510211,-0.019825281280921012
2004-12-13,111714.7433762965,111714.7433762965,0.0
2004-12-13,112131.07088060692,112131.07088060692,0.0
2004-12-13,112427.15117116777,112427.15117116777,0.0
2004-12-13,112660.93911530834,112660.93911530834,0.0
2004-12-13,113267.6793862734,113267.6793862734,0.0
2004-12-13,113531.39587704727,113531.39587704727,0.0
2004-12-13,113801.81169518117,113801.81169518117,0.0
2004-12-13,114079.70483588116,114079.70483588116,0.0
2004-12-14,114403.57284292462,114403.57284292462,0.0
2004-12-14,114705.24087657331,114705.24087657331,0.0
2004-12-14,115009.48373275732,115009.48373275732,0.0
2004-12-14,115239.60170340429,115239.60170340429,0.0
2004-12-14,115900.14987308122,115900.14987308122,0.0
2004-12-14,116288.74238426735,116288.74238426735,0.0
2004-12-14,116689.29563898253,116689.29563898253,0.0
2004-12-15,117010.62262478945,117010.62262478945,0.0
2004-12-15,117341.73758759335,117341.73758759335,0.0
2004-12-15,117808.33047845536,117808.33047845536,0.0
2004-12-16,117933.4724008528,117933.4724008528,0.0
2004-12-16,118219.4409007965,118219.4409007965,0.0
2004-12-16,118208.5296222032,118219.4409007965,-0.009229682115018534
2004-12-16,117494.48954509405,118219.4409007965,-0.613225160073958
2004-12-16,117743.41943345955,118219.4409007965,-0.40265921045625674
2004-12-16,117396.02903729296,118219.4409007965,-0.6965113836010313
2004-12-16,117382.70236810733,118219.4409007965,-0.7077842073295828
2004-12-16,117369.52066370643,118219.4409007965,-0.7189344075846906
2004-12-16,117390.65465892271,118219.4409007965,-0.7010574872953991
2004-12-16,117389.46250556597,118219.4409007965,-0.7020659114155375
2004-12-17,117389.80587162824,118219.4409007965,-0.7017754633643098
2004-12-17,117524.90040277214,118219.4409007965,-0.5875010850433505
2004-12-17,117536.38475927885,118219.4409007965,-0.5777866451684824
2004-12-20,117644.24589448064,118219.4409007965,-0.48654857604895246
2004-12-20,117636.70294961863,118219.4409007965,-0.4929290366606231
2004-12-20,117673.70662040733,118219.4409007965,-0.46162820279882516
2004-12-20,117292.87401327371,118219.4409007965,-0.7837686259236427
2004-12-21,117287.1966213959,118219.4409007965,-0.788571044066175
2004-12-21,117268.63330933599,118219.4409007965,-0.8042734631593983
2004-12-22,118017.3903816653,118219.4409007965,-0.17091141490065656
2004-12-22,118139.58033466456,118219.4409007965,-0.06755282001287757
2004-12-23,118222.4331042955,118222.4331042955,0.0
2004-12-23,118488.2604535115,118488.2604535115,0.0
2004-12-23,118698.70937083734,118698.70937083734,0.0
2004-12-23,119101.72367270345,119101.72367270345,0.0
2004-12-27,119162.02566502559,119162.02566502559,0.0
2004-12-28,119352.01594129574,119352.01594129574,0.0
2004-12-28,119508.32150043707,119508.32150043707,0.0
2004-12-28,119634.58799016097,119634.58799016097,0.0
2004-12-28,119769.03993443918,119769.03993443918,0.0
2004-12-28,119413.97020527888,119769.03993443918,-0.29646203171926744
2004-12-28,119709.50537759917,119769.03993443918,-0.049707801676123355
2004-12-28,119958.3483839619,119958.3483839619,0.0
2004-12-28,120283.77711038035,120283.77711038035,0.0
2004-12-29,120445.42453198749,120445.42453198749,0.0
2004-12-29,120416.29062781093,120445.42453198749,-0.024188469001429923
2004-12-29,120670.9519799515,120670.9519799515,0.0
2004-12-29,120803.81231803593,120803.81231803593,0.0
2004-12-29,120935.66098828775,120935.66098828775,0.0
2004-12-29,120691.53211341728,120935.66098828775,-0.2018667387894059
2004-12-30,120712.39423745657,120935.66098828775,-0.184616141348753
2004-12-30,120888.63449094264,120935.66098828775,-0.03888555035033589
2004-12-30,120992.01184792156,120992.01184792156,0.0
2005-01-05,120360.43150176194,120992.01184792156,-0.5220016896268115
2005-01-06,119449.78902072425,120992.01184792156,-1.2746484694673728
2005-01-06,119593.58637884885,120992.01184792156,-1.1557998315049365
2005-01-07,118696.6344525627,120992.01184792156,-1.8971313562782817
2005-01-07,118794.97638890152,120992.01184792156,-1.8158516628201564
2005-01-07,118918.40026974976,120992.01184792156,-1.7138417210370713
2005-01-07,119032.29884777385,120992.01184792156,-1.6197044500846274
2005-01-10,119154.00956866314,120992.01184792156,-1.5191104364548131
2005-01-10,119399.17570428888,120992.01184792156,-1.3164804182566732
2005-01-10,119573.89984160128,120992.01184792156,-1.1720707711702079
2005-01-10,119745.07575949245,120992.01184792156,-1.030593730432733
2005-01-10,119907.6457681702,120992.01184792156,-0.8962294809299727
2005-01-12,119931.15267334737,120992.01184792156,-0.8768010039436422
2005-01-12,119810.40719399133,120992.01184792156,-0.9765972446308498
2005-01-12,119454.12624381203,120992.01184792156,-1.2710637509214588
2005-01-12,119196.60993868396,120992.01184792156,-1.4839011946460485
2005-01-12,119080.99049870612,120992.01184792156,-1.5794607594569656
2005-01-12,118742.29322250672,120992.01184792156,-1.8593943443494254
2005-01-12,118525.58660328778,120992.01184792156,-2.03850254819624
2005-01-12,118722.293099059,120992.01184792156,-1.8759244632740222
2005-01-12,118454.46572673683,120992.01184792156,-2.09728401274478
2005-01-12,118228.91447524815,120992.01184792156,-2.283702312634017
2005-01-12,117840.39900167489,120992.01184792156,-2.6048106797397734
2005-01-12,117719.13806225489,120992.01184792156,-2.70503294860527
2005-01-12,117666.43048473162,120992.01184792156,-2.748595805952841
2005-01-12,117457.32042898507,120992.01184792156,-2.921425443672553
2005-01-12,117407.92500250117,120992.01184792156,-2.962250805388155
2005-01-12,117151.63907357008,120992.01184792156,-3.1740713421465823
2005-01-12,117274.29279325264,120992.01184792156,-3.072697939217537
2005-01-12,117164.01783444126,120992.01184792156,-3.163840285829632
2005-01-12,116937.91467818571,120992.01184792156,-3.3507147354749023
2005-01-12,116865.71734259663,120992.01184792156,-3.410385894327792
2005-01-12,116582.22387387005,120992.01184792156,-3.644693485710692
2005-01-12,116537.07295424689,120992.01184792156,-3.682010758920361
2005-01-12,116556.13461244038,120992.01184792156,-3.6662562823211555
2005-01-13,116417.66180786196,120992.01184792156,-3.7807041722797625
2005-01-13,116416.6218445172,120992.01184792156,-3.7815637028627185
2005-01-13,116090.90061755545,120992.01184792156,-4.050772572098775
2005-01-13,116074.8907176922,120992.01184792156,-4.064004767860081
2005-01-13,116006.13210862123,120992.01184792156,-4.120833816340895
2005-01-13,115949.41958861722,120992.01184792156,-4.167706762031959
2005-01-13,116019.34821314497,120992.01184792156,-4.109910694787749
2005-01-13,116000.65792377948,120992.01184792156,-4.125358234736902
2005-01-13,116007.12862915754,120992.01184792156,-4.120010191275824
2005-01-13,115903.02773125266,120992.01184792156,-4.206049671333174
2005-01-13,115974.83664797434,120992.01184792156,-4.146699541002305
2005-01-13,115423.96937096896,120992.01184792156,-4.601991810790977
2005-01-13,115437.1733219353,120992.01184792156,-4.591078734163291
2005-01-13,115181.97007371555,120992.01184792156,-4.802004434399208
2005-01-13,115124.72419209196,120992.01184792156,-4.849318203919417
2005-01-13,114524.69093808133,120992.01184792156,-5.345246195235761
2005-01-13,114498.47182125393,120992.01184792156,-5.36691631744214
