date,equity,peak,dd
2004-10-25,100080.54698004383,100080.54698004383,0.0
2004-10-27,100123.57607267512,100123.57607267512,0.0
2004-10-27,100053.37061685095,100123.57607267512,-0.07011880575780308
2004-10-27,100174.33522494644,100174.33522494644,0.0
2004-11-01,100278.10667084856,100278.10667084856,0.0
2004-11-03,100413.46344468294,100413.46344468294,0.0
2004-11-04,100892.85227735716,100892.85227735716,0.0
2004-11-05,100909.59681899406,100909.59681899406,0.0
2004-11-05,101079.41395576621,101079.41395576621,0.0
2004-11-08,101259.44995311266,101259.44995311266,0.0
2004-11-11,101432.83523898848,101432.83523898848,0.0
2004-11-15,101695.50008733493,101695.50008733493,0.0
2004-11-19,101585.74644386668,101695.50008733493,-0.10792379542260966
2004-11-22,101817.433411849,101817.433411849,0.0
2004-11-24,102025.17453738849,102025.17453738849,0.0
2004-11-24,103843.64660929856,103843.64660929856,0.0
2004-11-24,104070.9458391126,104070.9458391126,0.0
2004-11-24,104235.54372497668,104235.54372497668,0.0
2004-11-24,104602.54175352497,104602.54175352497,0.0
2004-11-24,104930.76798826632,104930.76798826632,0.0
2004-11-24,105451.73679827953,105451.73679827953,0.0
2004-11-24,105712.23779718664,105712.23779718664,0.0
2004-11-24,105678.71550363416,105712.23779718664,-0.03171089199416415
2004-11-24,105498.95798619866,105712.23779718664,-0.20175508099371306
2004-11-24,105879.12551260677,105879.12551260677,0.0
2004-11-26,106098.08476894595,106098.08476894595,0.0
2004-11-26,105977.27061917445,106098.08476894595,-0.11387024566428199
2004-11-26,105982.84159167188,106098.08476894595,-0.10861946992260708
2004-11-26,105943.63226532098,106098.08476894595,-0.14557520426624687
2004-11-26,106124.65942092653,106124.65942092653,0.0
2004-11-26,106425.54024245711,106425.54024245711,0.0
2004-11-26,106637.27008087361,106637.27008087361,0.0
2004-11-29,106452.31167667752,106637.27008087361,-0.17344630451981685
2004-11-29,106185.6186352357,106637.27008087361,-0.4235399549288688
2004-11-29,106422.72748928795,106637.27008087361,-0.20118912592469065
2004-11-29,106453.75455272994,106637.27008087361,-0.17209323532428822
2004-11-29,106455.12502300882,106637.27008087361,-0.1708080652539718
2004-11-30,106194.65049918808,106637.27008087361,-0.41507024828172195
2004-11-30,105296.79691530605,106637.27008087361,-1.2570400241406623
2004-11-30,105299.68222444276,106637.27008087361,-1.254334301146706
2004-11-30,105377.2191397246,106637.27008087361,-1.1816234044564196
2004-11-30,105947.76110691535,106637.27008087361,-0.6465928595465157
2004-12-01,106211.09652202482,106637.27008087361,-0.399647851567828
2004-12-02,106474.52426892557,106637.27008087361,-0.1526162586726171
2004-12-02,106918.19046107575,106918.19046107575,0.0
2004-12-02,107001.04416242536,107001.04416242536,0.0
2004-12-02,107234.71337060795,107234.71337060795,0.0
2004-12-06,107496.96906292277,107496.96906292277,0.0
2004-12-08,107549.46733778475,107549.46733778475,0.0
2004-12-09,107597.21764051024,107597.21764051024,0.0
2004-12-10,107820.01302774297,107820.01302774297,0.0
2004-12-10,108145.25547975863,108145.25547975863,0.0
2004-12-10,108524.92138550933,108524.92138550933,0.0
2004-12-10,108778.386838031,108778.386838031,0.0
2004-12-10,108450.07813478964,108778.386838031,-0.30181427835495117
2004-12-10,108401.93710801876,108778.386838031,-0.3460703370907424
2004-12-10,108783.71353458091,108783.71353458091,0.0
2004-12-13,109045.0615771069,109045.0615771069,0.0
2004-12-13,109299.37895104398,109299.37895104398,0.0
2004-12-13,109870.90752615625,109870.90752615625,0.0
2004-12-13,110124.73294531532,110124.73294531532,0.0
2004-12-13,110372.74147151124,110372.74147151124,0.0
2004-12-13,110765.3239346078,110765.3239346078,0.0
2004-12-13,111046.58298461032,111046.58298461032,0.0
2004-12-13,111257.35538999178,111257.35538999178,0.0
