date,equity,peak,drawdown_pct
2004-01-02,99250.0,99250.0,0.0
2004-01-02,98952.25,99250.0,-0.3
2004-02-04,98655.39325,99250.0,-0.5991000000000063
2004-03-08,98359.42707024999,99250.0,-0.8973027000000074
2004-04-05,97621.73136722312,99250.0,-1.64057292975
2004-04-05,97808.78136722313,99250.0,-1.4521094536794683
2004-04-07,97515.35502127175,99250.0,-1.747753127182113
2004-05-10,97222.80895435823,99250.0,-2.04250986966425
2004-06-10,96931.14052564545,99250.0,-2.336382341918947
2004-07-06,99456.50052564545,99456.50052564545,0.0
2004-07-08,98710.5767653013,99456.50052564545,-0.7500000064367864
2004-07-14,98414.44503244468,99456.50052564545,-1.0477500089921876
2004-08-13,98119.20169478662,99456.50052564545,-1.34460676153993
2004-09-15,97824.84408714154,99456.50052564545,-1.6405729438300283
2004-10-07,97091.15775008616,99456.50052564545,-2.378268653188102
2004-10-15,96799.88427427517,99456.50052564545,-2.6711338498032604
2004-10-25,96882.2294578613,99456.50052564545,-2.5883386748766233
2004-10-26,96930.63992996397,99456.50052564545,-2.5396636542929274
2004-10-27,96858.86546463797,99456.50052564545,-2.611830345204693
2004-10-27,96902.85670942864,99456.50052564545,-2.567598701663883
2004-11-01,96885.48240942865,99456.50052564545,-2.5850679469200193
2004-11-01,96897.12360942864,99456.50052564545,-2.5733631313086995
2004-11-01,96920.36030942864,99456.50052564545,-2.549999449822639
2004-11-01,97026.34208589492,99456.50052564545,-2.4434385152370113
2004-11-02,96983.01128589493,99456.50052564545,-2.487006104857584
2004-11-02,96993.72418589493,99456.50052564545,-2.476234662122942
2004-11-02,96936.58298589493,99456.50052564545,-2.533688121371957
2004-11-03,96943.69958589492,99456.50052564545,-2.5265326313211496
2004-11-03,97086.85039742585,99456.50052564545,-2.382599544218398
2004-11-03,97145.16429742584,99456.50052564545,-2.3239669765211692
2004-11-03,97206.81759742585,99456.50052564545,-2.2619767600203304
2004-11-04,98364.66077850331,99456.50052564545,-1.0978063187137743
2004-11-04,98399.55627850331,99456.50052564545,-1.0627201254377496
2004-11-04,98463.6137785033,99456.50052564545,-0.9983125707163989
2004-11-04,98521.97567850331,99456.50052564545,-0.9396317407137844
2004-11-04,99085.24775515472,99456.50052564545,-0.37328155377334676
2004-11-05,99284.78287110016,99456.50052564545,-0.17265603921083442
2004-11-05,99582.73874950949,99582.73874950949,0.0
2004-11-05,99599.84593734828,99599.84593734828,0.0
2004-11-05,99588.84993734828,99599.84593734828,-0.011040177719668408
2004-11-05,99599.49643734828,99599.84593734828,-0.0003509041572378249
2004-11-05,99617.07013734827,99617.07013734827,0.0
2004-11-08,99567.72093734828,99617.07013734827,-0.04953889923881128
