date,equity,peak,dd
2004-10-25,100085.06743936459,100085.06743936459,0.0
2004-10-27,100130.51045112574,100130.51045112574,0.0
2004-10-27,100056.3655201724,100130.51045112574,-0.07404829019574918
2004-10-27,100184.11843292211,100184.11843292211,0.0
2004-11-01,100293.71399644112,100293.71399644112,0.0
2004-11-03,100436.70655021879,100436.70655021879,0.0
2004-11-04,101477.431468299,101477.431468299,0.0
2004-11-04,101983.72739456112,101983.72739456112,0.0
2004-11-05,102001.41321606282,102001.41321606282,0.0
2004-11-05,102180.76247856997,102180.76247856997,0.0
2004-11-05,102424.46430468428,102424.46430468428,0.0
2004-11-08,102614.59665916691,102614.59665916691,0.0
2004-11-09,102950.86570706287,102950.86570706287,0.0
2004-11-11,103132.96020633743,103132.96020633743,0.0
2004-11-15,103412.69475709573,103412.69475709573,0.0
2004-11-17,105036.05993789274,105036.05993789274,0.0
2004-11-19,104919.16327691522,105036.05993789274,-0.11129193254834939
2004-11-22,105169.58034656929,105169.58034656929,0.0
2004-11-24,105394.12344878435,105394.12344878435,0.0
2004-11-24,107359.63734456147,107359.63734456147,0.0
2004-11-24,107605.31667954482,107605.31667954482,0.0
2004-11-24,107783.22352144681,107783.22352144681,0.0
2004-11-24,108179.90333159034,108179.90333159034,0.0
2004-11-24,108461.4693265222,108461.4693265222,0.0
2004-11-24,109024.55596617724,109024.55596617724,0.0
2004-11-24,109379.30959794475,109379.30959794475,0.0
2004-11-24,109343.63225595331,109379.30959794475,-0.03261799889081514
2004-11-24,109152.34692034358,109379.30959794475,-0.2075005578618468
2004-11-24,109563.25490857071,109563.25490857071,0.0
2004-11-26,109792.10149780345,109792.10149780345,0.0
2004-11-26,110117.31484315865,110117.31484315865,0.0
2004-11-26,110074.93828824395,110117.31484315865,-0.038483098661685824
2004-11-26,110270.60286899545,110270.60286899545,0.0
2004-11-26,110140.03015618943,110270.60286899545,-0.11841117161674392
2004-11-26,110373.03753761883,110373.03753761883,0.0
2004-11-26,110379.06324195648,110379.06324195648,0.0
2004-11-29,110412.59727454143,110412.59727454143,0.0
2004-11-29,110414.07657642968,110414.07657642968,0.0
2004-11-29,110125.82445367103,110414.07657642968,-0.2610646501754004
2004-11-29,109925.9047533152,110414.07657642968,-0.44212824872611206
2004-11-29,109884.76008379254,110414.07657642968,-0.4793922197689542
2004-11-29,110141.03566674844,110414.07657642968,-0.24728813403808603
2004-11-30,110757.71168720447,110757.71168720447,0.0
2004-11-30,110841.51907587757,110841.51907587757,0.0
2004-11-30,110095.0160787082,110841.51907587757,-0.6734867975405024
2004-11-30,109813.47508681673,110841.51907587757,-0.9274899853700873
2004-12-01,110098.10968674601,110841.51907587757,-0.6706957783776396
2004-12-02,110350.67157078555,110841.51907587757,-0.4428372230770404
2004-12-02,110635.40429441861,110841.51907587757,-0.1859544899577443
2004-12-02,111004.86107428942,111004.86107428942,0.0
2004-12-02,111073.79475070958,111073.79475070958,0.0
2004-12-06,111292.18617721232,111292.18617721232,0.0
2004-12-08,111335.84090499431,111335.84090499431,0.0
2004-12-09,111478.92962902698,111478.92962902698,0.0
2004-12-09,111517.68782110022,111517.68782110022,0.0
2004-12-10,111833.8495588691,111833.8495588691,0.0
2004-12-10,112104.68721404803,112104.68721404803,0.0
2004-12-10,112290.21625888937,112290.21625888937,0.0
2004-12-10,112493.09434452537,112493.09434452537,0.0
2004-12-10,112230.40113798738,112493.09434452537,-0.2335194067410458
2004-12-10,112548.3189218463,112548.3189218463,0.0
2004-12-10,112509.79856067855,112548.3189218463,-0.034225621081458456
2004-12-10,112720.86162691825,112720.86162691825,0.0
2004-12-13,113197.24753357006,113197.24753357006,0.0
2004-12-13,113480.1170933104,113480.1170933104,0.0
2004-12-13,113755.37433882852,113755.37433882852,0.0
2004-12-13,114023.80694498245,114023.80694498245,0.0
2004-12-13,114190.70212904846,114190.70212904846,0.0
2004-12-13,114518.03568478295,114518.03568478295,0.0
2004-12-13,114749.30010224812,114749.30010224812,0.0
2004-12-13,114734.40715367683,114749.30010224812,-0.012978683580654977
2004-12-13,114907.71227382023,114907.71227382023,0.0
2004-12-13,115119.08240970554,115119.08240970554,0.0
2004-12-14,115426.14738972964,115426.14738972964,0.0
2004-12-14,115723.64874005535,115723.64874005535,0.0
2004-12-14,116194.99047730133,116194.99047730133,0.0
2004-12-14,116480.9352750708,116480.9352750708,0.0
2004-12-14,116698.12287897381,116698.12287897381,0.0
2004-12-14,116952.4125081405,116952.4125081405,0.0
2004-12-14,117186.64847012023,117186.64847012023,0.0
2004-12-15,117553.49787646731,117553.49787646731,0.0
2004-12-15,117880.56649425536,117880.56649425536,0.0
2004-12-15,118502.48570603254,118502.48570603254,0.0
2004-12-16,118706.62980920497,118706.62980920497,0.0
2004-12-16,118698.83986967117,118706.62980920497,-0.006562345798480936
2004-12-16,119166.39249564488,119166.39249564488,0.0
2004-12-16,119255.72599977894,119255.72599977894,0.0
