date,equity,peak,dd
2004-10-25,100085.06743936459,100085.06743936459,0.0
2004-10-27,100130.51269969501,100130.51269969501,0.0
2004-10-27,100056.36747026663,100130.51269969501,-0.07404858661889852
2004-10-27,100184.12061517157,100184.12061517157,0.0
2004-11-01,100293.716193241,100293.716193241,0.0
2004-11-03,100436.70875014862,100436.70875014862,0.0
2004-11-04,101477.43369102452,101477.43369102452,0.0
2004-11-04,101983.73068203937,101983.73068203937,0.0
2004-11-05,102001.41621378114,102001.41621378114,0.0
2004-11-05,102180.76377299515,102180.76377299515,0.0
2004-11-05,102424.45382612744,102424.45382612744,0.0
2004-11-08,102614.58778393466,102614.58778393466,0.0
2004-11-09,102950.85683919615,102950.85683919615,0.0
2004-11-11,103132.95758637853,103132.95758637853,0.0
2004-11-15,103412.69501318964,103412.69501318964,0.0
2004-11-17,105036.05874802134,105036.05874802134,0.0
2004-11-19,104919.16395726768,105036.05874802134,-0.11129015325498019
2004-11-22,105169.58102408497,105169.58102408497,0.0
2004-11-24,105394.12647463418,105394.12647463418,0.0
2004-11-24,107359.64038315676,107359.64038315676,0.0
2004-11-24,107605.3182670851,107605.3182670851,0.0
2004-11-24,107783.22643378281,107783.22643378281,0.0
2004-11-24,108179.90614290185,108179.90614290185,0.0
2004-11-24,108461.46330344051,108461.46330344051,0.0
2004-11-24,109024.54683875048,109024.54683875048,0.0
2004-11-24,109352.0205701622,109352.0205701622,0.0
2004-11-24,109316.34321465644,109352.0205701622,-0.03262615113990296
2004-11-24,109125.05233138206,109352.0205701622,-0.2075574256394441
2004-11-24,109535.96131263417,109535.96131263417,0.0
2004-11-26,109764.80976107047,109764.80976107047,0.0
2004-11-26,110090.02144848062,110090.02144848062,0.0
2004-11-26,110047.64319809529,110090.02144848062,-0.038494179424936326
2004-11-26,110243.31085989324,110243.31085989324,0.0
2004-11-26,110112.72898675752,110243.31085989324,-0.118448794867639
2004-11-26,110345.73714937015,110345.73714937015,0.0
2004-11-26,110351.76023796487,110351.76023796487,0.0
2004-11-29,110385.29299996616,110385.29299996616,0.0
2004-11-29,110386.77424850894,110386.77424850894,0.0
2004-11-29,110098.51810676428,110386.77424850894,-0.26113286098542693
2004-11-29,109898.59842048495,110386.77424850894,-0.4422412298460496
2004-11-29,109857.45926570373,110386.77424850894,-0.47950942167545196
2004-11-29,110094.02788236845,110386.77424850894,-0.2652005805346243
2004-11-30,110710.70390679718,110710.70390679718,0.0
2004-11-30,110794.50962928864,110794.50962928864,0.0
2004-11-30,110048.01267023178,110794.50962928864,-0.6737671041232968
