date,equity,peak,dd,window
2014-03-20,204943.11434705651,206552.67343208203,-0.7792487302541549,W3
2014-03-20,204120.59802311045,206552.67343208203,-1.177460145424496,W3
2014-03-20,203738.2862096333,206552.67343208203,-1.3625518254907172,W3
2014-03-20,204191.64206474242,206552.67343208203,-1.1430650245812228,W3
2014-03-20,202975.49840409728,206552.67343208203,-1.7318463946974683,W3
2014-03-21,203787.25216585747,206552.67343208203,-1.338845544951938,W3
2014-03-21,203874.50915388894,206552.67343208203,-1.2966011205242092,W3
2014-03-21,204217.20051257545,206552.67343208203,-1.130691208542753,W3
2014-03-21,204338.78290599512,206552.67343208203,-1.0718285507037366,W3
2014-03-21,204002.06280903492,206552.67343208203,-1.2348475479237933,W3
2014-03-21,203403.70505826175,206552.67343208203,-1.5245352778528458,W3
2014-03-21,202707.98670900913,206552.67343208203,-1.86135897405225,W3
2014-03-21,202120.20005603443,206552.67343208203,-2.14592883374374,W3
2014-03-21,201901.63498694854,206552.67343208203,-2.25174449105488,W3
2014-03-21,201313.92021038005,206552.67343208203,-2.5362795526462,W3
2014-03-21,201167.8540974976,206552.67343208203,-2.606995709670663,W3
2014-03-21,200970.33551549635,206552.67343208203,-2.7026219626352312,W3
2014-03-21,200658.92897380356,206552.67343208203,-2.8533857056158745,W3
2014-03-21,200607.679661692,206552.67343208203,-2.8781974455270536,W3
2014-03-21,200490.76952818682,206552.67343208203,-2.934798084755102,W3
2014-03-21,200587.78588211758,206552.67343208203,-2.887828780355053,W3
2014-03-21,199530.3977560997,206552.67343208203,-3.3997505620721804,W3
2014-03-24,199233.72526820505,206552.67343208203,-3.54338098958742,W3
2014-03-24,199353.6832052483,206552.67343208203,-3.485304792823648,W3
2014-03-24,198876.43314279383,206552.67343208203,-3.716359687695967,W3
2014-03-24,197965.24951541025,206552.67343208203,-4.157498314586309,W3
2014-03-24,198173.8010684283,206552.67343208203,-4.056530581004,W3
2014-03-25,198360.9427636975,206552.67343208203,-3.9659281733180283,W3
2014-03-26,197057.89601262767,206552.67343208203,-4.596782632579385,W3
2014-03-26,197137.3023964473,206552.67343208203,-4.558338984041592,W3
2014-03-26,197561.97327250172,206552.67343208203,-4.352739671770259,W3
2014-03-26,197046.92279360179,206552.67343208203,-4.6020951849872285,W3
2014-03-26,196474.68060002878,206552.67343208203,-4.879139381058199,W3
2014-03-26,196697.73272996343,206552.67343208203,-4.7711513670429735,W3
2014-03-27,197193.90494606955,206552.67343208203,-4.5309355383820735,W3
2014-03-27,196873.8272183516,206552.67343208203,-4.685897332097712,W3
2014-03-28,197525.23951815188,206552.67343208203,-4.370523878452009,W3
2014-03-31,196656.4339737648,206552.67343208203,-4.791145664629355,W3
2014-03-31,197316.82907226175,206552.67343208203,-4.471423296710402,W3
2014-03-31,197826.2339855237,206552.67343208203,-4.224801016399205,W3
2014-03-31,198387.4685524139,206552.67343208203,-3.953086030790587,W3
2014-03-31,199485.89660949813,206552.67343208203,-3.4212952585712086,W3
2014-03-31,200085.0885371155,206552.67343208203,-3.1312036719259346,W3
2014-03-31,200588.4309552917,206552.67343208203,-2.88751647591309,W3
2014-03-31,201193.35213902665,206552.67343208203,-2.5946511386199056,W3
2014-03-31,201872.3233203663,206552.67343208203,-2.265935382944683,W3
2014-04-01,202406.68952510934,206552.67343208203,-2.0072283926821,W3
2014-04-01,202988.72895607448,206552.67343208203,-1.7254409816096747,W3
2014-04-01,203537.57294001192,206552.67343208203,-1.4597247481580162,W3
2014-04-01,204392.41122423665,206552.67343208203,-1.0458650435021855,W3
2014-04-01,205048.69721492595,206552.67343208203,-0.7281320508546237,W3
2014-04-01,205523.76766980012,206552.67343208203,-0.4981323868559031,W3
2014-04-01,206361.15905602556,206552.67343208203,-0.09271938865484644,W3
2014-04-01,206727.50300441065,206727.50300441065,0.0,W3
2014-04-01,207604.20858914958,207604.20858914958,0.0,W3
2014-04-01,208274.5698349729,208274.5698349729,0.0,W3
2014-04-01,208605.3406657942,208605.3406657942,0.0,W3
2014-04-01,208516.56452247454,208605.3406657942,-0.042556984896134506,W3
2014-04-01,208694.90946931732,208694.90946931732,0.0,W3
2014-04-01,208655.52856621437,208694.90946931732,-0.018870083224881984,W3
2014-04-01,209561.0583751833,209561.0583751833,0.0,W3
2014-04-01,209349.01557179843,209561.0583751833,-0.10118425867330369,W3
2014-04-01,209504.72033458974,209561.0583751833,-0.026883830913223508,W3
2014-04-01,210514.68498581217,210514.68498581217,0.0,W3
2014-04-02,210438.7383200171,210514.68498581217,-0.036076659355237795,W3
2014-04-02,209492.10127655594,210514.68498581217,-0.4857540980217825,W3
2014-04-02,209501.5969931822,210514.68498581217,-0.48124338342393813,W3
2014-04-02,209327.87156106668,210514.68498581217,-0.5637675228336083,W3
2014-04-02,209301.68143285962,210514.68498581217,-0.5762085210512986,W3
2014-04-02,209154.3140766945,210514.68498581217,-0.6462118826576589,W3
2014-04-02,208546.33827927278,210514.68498581217,-0.9350163418157982,W3
2014-04-02,208676.44682591,210514.68498581217,-0.873211367665895,W3
2014-04-02,208785.87771548776,210514.68498581217,-0.8212288232723173,W3
2014-04-02,208815.44273845115,210514.68498581217,-0.8071846614764868,W3
2014-04-02,208725.53942693598,210514.68498581217,-0.8498910938193077,W3
2014-04-02,208794.22984394274,210514.68498581217,-0.8172613430675315,W3
2014-04-02,208811.796710227,210514.68498581217,-0.8089166205673176,W3
2014-04-02,209288.0227444816,210514.68498581217,-0.5826967564819746,W3
2014-04-02,209341.14955315512,210514.68498581217,-0.5574601281312721,W3
2014-04-02,208113.90059987913,210514.68498581217,-1.140435588184667,W3
2014-04-02,208421.42875168144,210514.68498581217,-0.9943516454787046,W3
2014-04-02,208163.30998095302,210514.68498581217,-1.1169648355019126,W3
2014-04-02,208448.71847363145,210514.68498581217,-0.9813883113759769,W3
2014-04-02,208367.72854252972,210514.68498581217,-1.0198606541045587,W3
2014-04-02,208721.4842875918,210514.68498581217,-0.8518173914286451,W3
2014-04-02,208824.89491822393,210514.68498581217,-0.8026946280266034,W3
2014-04-02,208327.9485021173,210514.68498581217,-1.0387572172659814,W3
2014-04-02,207831.51128618637,210514.68498581217,-1.274577923058732,W3
2014-04-02,208029.04745940535,210514.68498581217,-1.1807430567489108,W3
2014-04-02,208751.3927616431,210514.68498581217,-0.8376100813527129,W3
2014-04-02,208814.82117604342,210514.68498581217,-0.807479919932101,W3
2014-04-02,207195.19492592613,210514.68498581217,-1.576844893319324,W3
2014-04-02,206714.6778133144,210514.68498581217,-1.8051031322370126,W3
2014-04-02,207021.1274852436,210514.68498581217,-1.6595314957738077,W3
2014-04-02,208222.2945718873,210514.68498581217,-1.0889456068489354,W3
2014-04-03,208710.14295428575,210514.68498581217,-0.8572048223847372,W3
2014-04-03,208853.7781002396,210514.68498581217,-0.7889743585747958,W3
2014-04-04,208117.32632001917,210514.68498581217,-1.1388082812154274,W3
2014-04-04,205719.47226138762,210514.68498581217,-2.277851887029984,W3
2014-04-09,204714.69959281274,210514.68498581217,-2.755145273304959,W3
2014-04-09,204664.37046476133,210514.68498581217,-2.779052929939365,W3
2014-04-09,204741.7963438159,210514.68498581217,-2.7422736054662167,W3
2014-04-09,205106.85130562953,210514.68498581217,-2.5688629183028744,W3
2014-04-10,205291.3167946399,210514.68498581217,-2.481236970012004,W3
2014-04-10,205566.25382738106,210514.68498581217,-2.3506346641635054,W3
2014-04-10,205781.63822256358,210514.68498581217,-2.2483214240220746,W3
2014-04-10,205961.38864360942,210514.68498581217,-2.1629352567540012,W3
2014-04-14,205872.03623265767,210514.68498581217,-2.2053799968716645,W3
2014-04-14,206094.8727312757,210514.68498581217,-2.0995268120294495,W3
2014-04-14,206277.97357705416,210514.68498581217,-2.012549105086683,W3
2014-04-15,206501.58078650874,210514.68498581217,-1.906329812370998,W3
2014-04-15,206654.15511224943,210514.68498581217,-1.833853003567389,W3
2014-04-15,206818.63290937364,210514.68498581217,-1.755721733468441,W3
2014-04-15,207034.31965593938,210514.68498581217,-1.6532648684852318,W3
2014-04-15,206683.5739186022,210514.68498581217,-1.819878298498832,W3
2014-04-15,206571.18120311815,210514.68498581217,-1.873267787926434,W3
2014-04-15,206681.5832612269,210514.68498581217,-1.820823912993823,W3
2014-04-15,206784.57994974294,210514.68498581217,-1.7718977829601892,W3
2014-04-16,207051.70620295205,210514.68498581217,-1.6450058023712295,W3
2014-04-16,207363.84174116421,210514.68498581217,-1.4967332302068668,W3
2014-04-16,207333.81932566487,210514.68498581217,-1.5109946654608357,W3
2014-04-16,207307.8905748863,210514.68498581217,-1.5233115025405506,W3
2014-04-16,207271.10209706996,210514.68498581217,-1.5407869949599073,W3
2014-04-16,206887.68679877286,210514.68498581217,-1.7229193237914755,W3
2014-04-16,206945.82871257872,210514.68498581217,-1.6953003888892502,W3
2014-04-16,206635.49251010065,210514.68498581217,-1.8427182293591353,W3
2014-04-16,206635.49219880707,210514.68498581217,-1.8427183772317557,W3
2014-04-16,206663.83775948035,210514.68498581217,-1.8292534920266283,W3
2014-04-16,206642.43680203386,210514.68498581217,-1.8394195084486795,W3
2014-04-16,206461.7413598496,210514.68498581217,-1.925254585558113,W3
2014-04-16,206714.0003451606,210514.68498581217,-1.8054249473891664,W3
2014-04-16,206604.267830177,210514.68498581217,-1.8575507717662123,W3
2014-04-16,206069.72313459907,210514.68498581217,-2.1114735304630505,W3
