date,equity,peak,dd_pct
2025-01-30,60285590.141594134,95022487.32464807,-36.55650168825191
2025-01-30,60287332.962494135,95022487.32464807,-36.55466757408687
2025-01-30,60304702.75749414,95022487.32464807,-36.53638790630607
2025-01-30,60399985.96075337,95022487.32464807,-36.436113533426635
2025-01-30,60416941.54005337,95022487.32464807,-36.41826977898767
2025-01-30,60479583.194453366,95022487.32464807,-36.352346799950105
2025-01-31,60525192.425030716,95022487.32464807,-36.304348445180125
2025-01-31,60600981.28305911,95022487.32464807,-36.22458957950293
2025-01-31,60594603.89934668,95022487.32464807,-36.23130102633198
2025-01-31,60589331.22824668,95022487.32464807,-36.23684989297234
2025-01-31,60597698.45384668,95022487.32464807,-36.22804437142099
2025-01-31,60589684.92204668,95022487.32464807,-36.23647767181716
2025-01-31,60579169.33934668,95022487.32464807,-36.247544086721746
2025-01-31,60586463.292946674,95022487.32464807,-36.23986805780969
2025-02-03,60557372.77034667,95022487.32464807,-36.2704824138627
2025-02-03,60561277.86844667,95022487.32464807,-36.266372757075196
2025-02-03,60409931.29518553,95022487.32464807,-36.42564723780317
2025-02-03,60402512.64068553,95022487.32464807,-36.43345449975649
2025-02-03,60425148.28858553,95022487.32464807,-36.40963314068949
2025-02-03,60401108.059985526,95022487.32464807,-36.43493265586412
2025-02-04,60445863.604785174,95022487.32464807,-36.38783270504223
2025-02-04,60458436.43755,95022487.32464807,-36.3746012762312
2025-02-04,60411087.72472899,95022487.32464807,-36.42443023162283
2025-02-04,60241211.68414506,95022487.32464807,-36.60320479895607
2025-02-04,60199832.91648421,95022487.32464807,-36.646751088709024
2025-02-04,60163848.76460638,95022487.32464807,-36.68462017937478
2025-02-04,60180112.85270638,95022487.32464807,-36.667504138153475
2025-02-04,60201481.37080638,95022487.32464807,-36.64501628427632
2025-02-04,60197236.43580638,95022487.32464807,-36.64948357946035
2025-02-04,60238876.307106376,95022487.32464807,-36.60566250881448
2025-02-04,60283418.00480638,95022487.32464807,-36.55878760693171
2025-02-05,60475625.52974356,95022487.32464807,-36.356511776916335
2025-02-05,60514409.874687724,95022487.32464807,-36.315695812152484
2025-02-05,60629132.28702243,95022487.32464807,-36.194963956394226
2025-02-05,60679999.16762996,95022487.32464807,-36.14143254289445
2025-02-05,60683840.977188624,95022487.32464807,-36.13738948985844
2025-02-05,60618503.78751071,95022487.32464807,-36.206149202972135
2025-02-05,60646594.810662605,95022487.32464807,-36.17658670261795
2025-02-05,60704395.45780794,95022487.32464807,-36.115758314756604
2025-02-05,60709751.20708839,95022487.32464807,-36.110122018095424
2025-02-05,60733740.5668169,95022487.32464807,-36.08487603642948
2025-02-05,60574335.96977035,95022487.32464807,-36.25263064013916
2025-02-05,60538437.78370579,95022487.32464807,-36.29040926188994
2025-02-05,60567922.07753614,95022487.32464807,-36.259380507896566
2025-02-05,60594125.34843615,95022487.32464807,-36.231804644921645
2025-02-05,60573590.75553615,95022487.32464807,-36.25341489053629
2025-02-05,60556113.43713614,95022487.32464807,-36.27180771405846
2025-02-05,60572528.958736144,95022487.32464807,-36.25453230687625
2025-02-05,60591633.74943615,95022487.32464807,-36.23442676003371
2025-02-05,60479175.88054047,95022487.32464807,-36.35277544997219
2025-02-05,60396347.5650036,95022487.32464807,-36.43994251733581
2025-02-05,60380627.95767793,95022487.32464807,-36.45648555653448
2025-02-05,60243130.112775095,95022487.32464807,-36.60118587829418
2025-02-05,60271882.55291022,95022487.32464807,-36.57092731430092
2025-02-05,60296090.53913265,95022487.32464807,-36.545451253945096
2025-02-06,60819874.37428263,95022487.32464807,-35.994230327302276
2025-02-06,60970170.7419787,95022487.32464807,-35.836061064501806
2025-02-06,61145395.59675055,95022487.32464807,-35.651657498877185
2025-02-06,61299928.996056795,95022487.32464807,-35.4890292582816
2025-02-06,61453654.91010263,95022487.32464807,-35.32725080101955
2025-02-06,61771943.46107031,95022487.32464807,-34.99228950929896
2025-02-06,61992029.96972175,95022487.32464807,-34.76067432551672
2025-02-06,62036064.39801968,95022487.32464807,-34.714333265060695
2025-02-06,62020289.06002088,95022487.32464807,-34.73093495424286
2025-02-06,61997071.64469654,95022487.32464807,-34.75536855514937
2025-02-06,62015961.11429654,95022487.32464807,-34.73548960845808
2025-02-06,62023726.22739654,95022487.32464807,-34.72731773954723
2025-02-06,62030909.53209654,95022487.32464807,-34.71975815559795
2025-02-06,62045957.427996546,95022487.32464807,-34.70392201372914
2025-02-06,62034771.42149655,95022487.32464807,-34.7156939708889
2025-02-06,61975772.302866854,95022487.32464807,-34.77778360913224
2025-02-07,62217492.09886535,95022487.32464807,-34.523401932958414
2025-02-07,62180502.794315316,95022487.32464807,-34.56232882867696
2025-02-07,62076072.48650524,95022487.32464807,-34.67222945404502
2025-02-07,62029202.17590524,95022487.32464807,-34.721554947325224
2025-02-07,61992839.292305246,95022487.32464807,-34.75982260861656
2025-02-07,61982490.82940525,95022487.32464807,-34.770713149573076
2025-02-07,61990231.05740525,95022487.32464807,-34.76256746930525
2025-02-07,61986260.69440525,95022487.32464807,-34.766745809729485
2025-02-10,62211071.5212411,95022487.32464807,-34.53015883630311
2025-02-10,62697405.423971474,95022487.32464807,-34.01834956207438
2025-02-10,62924761.531040475,95022487.32464807,-33.779083980347146
2025-02-10,63145994.16657165,95022487.32464807,-33.54626263272727
2025-02-10,63352079.62597621,95022487.32464807,-33.32938190774639
2025-02-10,63322250.48483523,95022487.32464807,-33.3607735730046
2025-02-10,63316513.01132248,95022487.32464807,-33.36681158955656
2025-02-10,63361587.606522486,95022487.32464807,-33.319375875686006
2025-02-10,63369922.059022486,95022487.32464807,-33.310604843970616
2025-02-10,63376275.691922486,95022487.32464807,-33.30391839208024
2025-02-10,63361545.11732248,95022487.32464807,-33.31942059057529
2025-02-10,63435040.785122484,95022487.32464807,-33.24207503809686
2025-02-10,63370425.07168668,95022487.32464807,-33.31007548226019
2025-02-11,63779748.087394916,95022487.32464807,-32.879311115600565
2025-02-11,63915821.6768702,95022487.32464807,-32.73610965528688
2025-02-11,64509677.84946514,95022487.32464807,-32.11114582902331
2025-02-11,64533752.17752491,95022487.32464807,-32.08581042817496
2025-02-11,64536882.600724906,95022487.32464807,-32.08251602567284
2025-02-11,64515300.9372249,95022487.32464807,-32.105228190032705
2025-02-11,64520107.3193249,95022487.32464807,-32.100170037762304
2025-02-11,64503909.0684249,95022487.32464807,-32.1172167930684
2025-02-11,64494861.182524905,95022487.32464807,-32.1267386295881
2025-02-12,64515438.32692179,95022487.32464807,-32.10508360352402
2025-02-12,64007199.65370143,95022487.32464807,-32.63994507424509
2025-02-12,63502644.894255996,95022487.32464807,-33.170929658685196
2025-02-12,63382774.76784218,95022487.32464807,-33.297078878505424
2025-02-12,63385029.71664218,95022487.32464807,-33.29470580991557
2025-02-12,63324970.105944574,95022487.32464807,-33.35791149142169
2025-02-12,63324626.961144574,95022487.32464807,-33.358272610994185
2025-02-12,63317919.85754457,95022487.32464807,-33.365331049253214
2025-02-12,63322611.929044574,95022487.32464807,-33.360393195454485
2025-02-12,62838900.46981365,95022487.32464807,-33.86944265611352
2025-02-12,62840943.996813655,95022487.32464807,-33.867292084119946
2025-02-13,62998167.36065766,95022487.32464807,-33.70183297199752
2025-02-13,62836556.791119486,95022487.32464807,-33.87190910248864
2025-02-13,62449151.03480284,95022487.32464807,-34.27960812955479
2025-02-13,62501617.51444569,95022487.32464807,-34.2243933260698
2025-02-13,62390506.18528908,95022487.32464807,-34.34132494119054
2025-02-13,62412214.62458908,95022487.32464807,-34.31847936020103
2025-02-13,62440551.02068908,95022487.32464807,-34.28865863365744
2025-02-13,62453039.457189076,95022487.32464807,-34.27551602199613
2025-02-13,62496424.73038907,95022487.32464807,-34.22985812098606
2025-02-13,62550757.47358907,95022487.32464807,-34.17267929444749
2025-02-14,62495985.07070453,95022487.32464807,-34.23032081113123
2025-02-14,62629608.32795945,95022487.32464807,-34.08969803749409
2025-02-14,62857617.77974382,95022487.32464807,-33.84974488724096
2025-02-14,62314881.19294571,95022487.32464807,-34.42091135749323
2025-02-14,62377418.696528785,95022487.32464807,-34.35509798494974
2025-02-14,62773229.88358098,95022487.32464807,-33.938553229917275
2025-02-14,62841418.98198507,95022487.32464807,-33.866792218051614
2025-02-14,61954146.88332381,95022487.32464807,-34.800541821584794
